Username,ProfileLink,DisplayName,Races,Points,Team
bf59c2f71fa287beeac75691aa3c207f,https://www.nitromath.com/racer/bf59c2f71fa287beeac75691aa3c207f,gold fish,3,0,EVSC
fe6b3c3ebb82453abbb2929b19b8277c,https://www.nitromath.com/racer/fe6b3c3ebb82453abbb2929b19b8277c,Mahi111,1,0,EVSC
0dc6adb09055ae7fae6fca1916553da0,https://www.nitromath.com/racer/0dc6adb09055ae7fae6fca1916553da0,Skittle,1,0,EVSC
larriz233,https://www.nitromath.com/racer/larriz233,Larriz233 Dark,12,0,J4UP
c26b5b6f04332f0dfcc673630e71e24b,https://www.nitromath.com/racer/c26b5b6f04332f0dfcc673630e71e24b,Grace_E,3,0,BEAST
9aaa5ee9cb6f5db11279e5ca7e504c67,https://www.nitromath.com/racer/9aaa5ee9cb6f5db11279e5ca7e504c67,Beast team,15,0,BEAST
b76ec66f7f8e8a6a5dd8a2c306eacf86,https://www.nitromath.com/racer/b76ec66f7f8e8a6a5dd8a2c306eacf86,her I am,18,0,BEAST
1d45088f1baf0c203a01a8abb97dba32,https://www.nitromath.com/racer/1d45088f1baf0c203a01a8abb97dba32,JustASinglePringle,1,0,BEAST
254a9b0ab63a081bb580dbe726944052,https://www.nitromath.com/racer/254a9b0ab63a081bb580dbe726944052,ThE wAmPuZ,1,0,SAVVEE
5fb16f91f0ff3825b903b08c1ef25682,https://www.nitromath.com/racer/5fb16f91f0ff3825b903b08c1ef25682,ALENSLAYS,1,0,SAVVEE
794e06bbefb29a9cf54977723c55931a,https://www.nitromath.com/racer/794e06bbefb29a9cf54977723c55931a,BestGamer,1,0,SAVVEE
f7dd624e82c1dc7c6440f6b943ba5319,https://www.nitromath.com/racer/f7dd624e82c1dc7c6440f6b943ba5319,pikachu37,1,0,TEDDY
6792d04a7b974e748e5950f261318b19,https://www.nitromath.com/racer/6792d04a7b974e748e5950f261318b19,the cooker,5,0,ALSLUG
b5c34577acd700ca8d27a2fb56633850,https://www.nitromath.com/racer/b5c34577acd700ca8d27a2fb56633850,Daniel and kason,8,0,SERVNT
d64e4deeff0d85736f7c601dbb5f69ec,https://www.nitromath.com/racer/d64e4deeff0d85736f7c601dbb5f69ec,NITRO TYPE BOF,13,0,SERVNT
c4374ff7e590ec8ecfa1cfa4c28df95a,https://www.nitromath.com/racer/c4374ff7e590ec8ecfa1cfa4c28df95a,Ryan is da goat,1,0,SERVNT
636fd5be808a60670b12216ae131eda3,https://www.nitromath.com/racer/636fd5be808a60670b12216ae131eda3,HarmoniousVioletCoral,13,0,SERVNT
d98bcec775f2d879b6a8eecabe43f1a3,https://www.nitromath.com/racer/d98bcec775f2d879b6a8eecabe43f1a3,SillyAmethystSquid,3,0,SERVNT
79c8cbff032696c67e9e88d86c5d1bee,https://www.nitromath.com/racer/79c8cbff032696c67e9e88d86c5d1bee,misses and CR7,4,0,SERVNT
c0cf74739357d372818a358e790051db,https://www.nitromath.com/racer/c0cf74739357d372818a358e790051db,I LOVE JUSUS,8,0,SERVNT
joelth,https://www.nitromath.com/racer/joelth,King_DarkBlueRacer,3,0,SAVVEE
minecraft987654321,https://www.nitromath.com/racer/minecraft987654321,COLD KING,4,0,TEDDY
cisco_morgan,https://www.nitromath.com/racer/cisco_morgan,Fire Dragon,14,0,ALSLUG
5f4a1a7ff90e4b24a2f79e246ff16ce5,https://www.nitromath.com/racer/5f4a1a7ff90e4b24a2f79e246ff16ce5,jeremiah B,4,0,ALSLUG
3e8df5083ecec01aea144df651a476f8,https://www.nitromath.com/racer/3e8df5083ecec01aea144df651a476f8,chillman,8,0,MATT18
guingrichkids,https://www.nitromath.com/racer/guingrichkids,Adalady,12,0,MATT18
b369749845f51d7b3675238e0157258f,https://www.nitromath.com/racer/b369749845f51d7b3675238e0157258f,Jesus_the_only_way,7,0,MATT18
431979,https://www.nitromath.com/racer/431979,SereneOliveGerbil,4,0,MATT18
31a6fd68090b61199c5775d89fb55279,https://www.nitromath.com/racer/31a6fd68090b61199c5775d89fb55279,cool dude,1,0,MATT18
3aa4f2d83476098098c666ed0b6972c2,https://www.nitromath.com/racer/3aa4f2d83476098098c666ed0b6972c2,not Evan,3,0,BEAST
bab1d6ee6a929d7bd04d355b82101e04,https://www.nitromath.com/racer/bab1d6ee6a929d7bd04d355b82101e04,DependableCoralCuckoo,18,0,BAG
4def3df3a6fa337e355e75b0ec0bb54f,https://www.nitromath.com/racer/4def3df3a6fa337e355e75b0ec0bb54f,eminim,9,0,BAG
aa2bac0ad58e38f768c761cb94252e80,https://www.nitromath.com/racer/aa2bac0ad58e38f768c761cb94252e80,kash mccowan,7,0,BAG
81bfd3d649ae11c15faf1bd38a2cb05a,https://www.nitromath.com/racer/81bfd3d649ae11c15faf1bd38a2cb05a,james toney,6,0,BAG
1234nico7,https://www.nitromath.com/racer/1234nico7,Glory to God,2,0,BAG
1e76720f826be161298bdd5f31ebcbe7,https://www.nitromath.com/racer/1e76720f826be161298bdd5f31ebcbe7,Queen Avni,14,0,BAG
e72ff111b7b42201f65652be6d3cd76b,https://www.nitromath.com/racer/e72ff111b7b42201f65652be6d3cd76b,Chigiri,9,0,BEAST
432026e5580d487542cfaf60476d7efc,https://www.nitromath.com/racer/432026e5580d487542cfaf60476d7efc,Ba Ba king koopa,2,0,BEAST
154be23061d6ddbc91b48b681c19f408,https://www.nitromath.com/racer/154be23061d6ddbc91b48b681c19f408,Relentless,1,0,121
